,scores,labels
0,1.77378552,1
1,2.03889369,1
2,1.7750504,1
3,1.48810946,1
4,2.03576919,1
5,1.62956017,1
6,1.74720353,1
7,2.08632951,1
8,1.6907977,1
9,1.78294917,1
10,1.20435866,1
11,2.18519927,1
12,1.86308822,1
13,1.57949223,1
14,1.99487398,1
15,1.77597333,1
16,2.04884129,1
17,1.72514884,1
18,2.26208751,1
19,1.65828277,1
20,1.6810667,1
21,1.4401893,1
22,1.36664077,1
23,1.286373,1
24,1.34932822,1
25,1.55830971,1
26,1.68374002,1
27,1.56046616,1
28,2.3092922,1
29,1.89867853,1
30,1.77598796,1
31,1.2917308,1
32,1.39741714,1
33,1.61519901,1
34,1.7639738,1
35,0.70876049,1
36,1.7406529,1
37,1.31775967,1
38,1.64555489,1
39,1.79586479,1
40,1.92812954,1
41,1.82852383,1
42,1.87479578,1
43,1.79158375,1
44,2.22208133,1
45,2.31026146,1
46,1.6708808,1
47,1.5823291,1
48,2.28297967,1
49,1.89279993,1
50,1.52246987,1
51,2.0257039,1
52,1.70161568,1
53,1.67576733,1
54,1.52629283,1
55,1.8162512,1
56,1.94031171,1
57,1.23511743,1
58,1.41630407,1
59,1.79234232,1
60,1.86281896,1
61,1.51067273,1
62,1.85720176,1
63,2.15224607,1
64,1.78510664,1
65,1.72951613,1
66,1.56055973,1
67,1.98321784,1
68,1.26749633,1
69,1.98876766,1
70,1.91831767,1
71,1.60990765,1
72,1.54254092,1
73,1.96352008,1
74,1.20932093,1
75,1.82640727,1
76,1.41733526,1
77,1.90853786,1
78,1.65770082,1
79,1.49156848,1
80,1.84514797,1
81,1.50065224,1
82,1.89206783,1
83,1.22208573,1
84,1.58117577,1
85,1.87874624,1
86,1.3752977,1
87,1.57946571,1
88,1.50154742,1
89,1.6568925,1
90,1.8490105,1
91,1.3858329,1
92,1.41441625,1
93,1.7529981,1
94,1.75455623,1
95,1.94831885,1
96,1.53554976,1
97,1.66988501,1
98,1.29648402,1
99,1.56739657,1
100,1.85048796,1
101,2.00174821,1
102,1.61616002,1
103,2.04963026,1
104,1.89678291,1
105,1.73723373,1
106,1.80345396,1
107,2.16218995,1
108,1.54265537,1
109,1.96521669,1
110,1.16846167,1
111,2.21103726,1
112,1.95864778,1
113,1.73143892,1
114,2.11417639,1
115,1.74480329,1
116,2.02642291,1
117,1.7843592,1
118,2.29491525,1
119,1.71803908,1
120,1.4791816,1
121,1.43362227,1
122,1.14354123,1
123,1.28500445,1
124,1.33398233,1
125,1.60858445,1
126,1.56984108,1
127,1.52892271,1
128,2.22431898,1
129,2.06597092,1
130,1.76398254,1
131,1.24072004,1
132,1.30055103,1
133,1.51003748,1
134,1.65081864,1
135,0.75621022,1
136,1.84323702,1
137,1.3473177,1
138,1.53853412,1
139,1.82799751,1
140,1.95036597,1
141,1.7382206,1
142,1.70271343,1
143,1.76440739,1
144,2.2113003,1
145,2.19673241,1
146,1.5584441,1
147,1.50948853,1
148,2.19515653,1
149,1.80558543,1
150,1.38575781,1
151,2.03048481,1
152,1.71865175,1
153,1.61250555,1
154,1.38981108,1
155,1.77152049,1
156,1.93698861,1
157,1.21629814,1
158,1.29736964,1
159,1.80299272,1
160,2.18917407,1
161,1.63829623,1
162,1.83590938,1
163,1.9881622,1
164,1.5726915,1
165,1.54497537,1
166,1.57014667,1
167,2.02610083,1
168,1.30893826,1
169,2.01064188,1
170,1.85721979,1
171,1.7205062,1
172,1.48102035,1
173,1.88320845,1
174,1.43160547,1
175,1.45963224,1
176,1.10462508,1
177,1.92073803,1
178,1.70068344,1
179,1.38888465,1
180,1.77777349,1
181,1.29660664,1
182,1.98155265,1
183,1.03627471,1
184,1.55166758,1
185,1.77845789,1
186,1.42508176,1
187,1.50838346,1
188,1.52772884,1
189,1.59823296,1
190,1.93412068,1
191,1.32321301,1
192,1.45245039,1
193,1.7425867,1
194,1.82375946,1
195,1.96045715,1
196,1.43621334,1
197,1.56763951,1
198,1.46997893,1
199,1.65880073,1
200,0.37959644,0
201,0.30775833,0
202,1.01416829,0
203,0.6118586,0
204,0.84504524,0
205,0.68540363,0
206,0.75989088,0
207,0.83582507,0
208,0.8718294,0
209,0.49430953,0
210,0.29051384,0
211,0.90672861,0
212,0.62652984,0
213,1.02788278,0
214,0.4952174,0
215,0.47312659,0
216,0.46037922,0
217,0.83564421,0
218,0.30778409,0
219,0.627717,0
220,0.42048044,0
221,0.41311901,0
222,0.36530705,0
223,0.48954936,0
224,0.46926094,0
225,0.25448286,0
226,0.6849739,0
227,0.34358737,0
228,0.35756663,0
229,0.56477946,0
230,0.20739031,0
231,0.39440691,0
232,0.34684479,0
233,0.37826302,0
234,0.31439477,0
235,0.26680015,0
236,0.47797284,0
237,0.41253702,0
238,0.3572517,0
239,0.37576733,0
240,0.31092457,0
241,0.36642483,0
242,0.2256389,0
243,0.32291917,0
244,0.13778109,0
245,0.37376003,0
246,0.21722096,0
247,0.21084782,0
248,1.07807701,0
249,0.46190785,0
250,0.45396513,0
251,0.39637492,0
252,0.68732338,0
253,0.15946426,0
254,0.43404321,0
255,0.22490304,0
256,0.27047209,0
257,0.20751033,0
258,0.31672443,0
259,0.33765539,0
260,0.33758241,0
261,0.49627217,0
262,0.32148136,0
263,0.29255701,0
264,0.30996804,0
265,0.23340448,0
266,0.28155435,0
267,0.30750356,0
268,0.44013169,0
269,0.34756787,0
270,0.22643666,0
271,0.29953912,0
272,0.36955273,0
273,0.36299894,0
274,0.22199064,0
275,0.25074993,0
276,0.33188895,0
277,0.38271729,0
278,0.32023716,0
279,0.29810823,0
280,0.27031896,0
281,0.26673197,0
282,0.35773506,0
283,0.28549432,0
284,0.34255413,0
285,0.16498551,0
286,0.21981542,0
287,0.29564819,0
288,0.30913359,0
289,0.31219943,0
290,0.36349678,0
291,0.26225095,0
292,0.34195249,0
293,0.23993186,0
294,0.17920446,0
295,0.26542903,0
296,0.35508031,0
297,0.36859881,0
298,0.29987236,0
299,0.38803642,0
300,0.457705,0
301,0.35521193,0
302,0.37651212,0
303,0.37101795,0
304,0.32782117,0
305,0.30206837,0
306,0.35545342,0
307,0.30181503,0
308,0.31218145,0
309,0.36604895,0
310,0.38249043,0
311,0.33265362,0
312,0.37384992,0
313,0.39657647,0
314,0.26115569,0
315,0.31275149,0
316,0.26858582,0
317,0.49861372,0
318,0.40993256,0
319,0.48400656,0
320,0.45570448,0
321,0.4899469,0
322,0.4601429,0
323,0.46053262,0
324,0.54455415,0
325,0.45546473,0
326,0.33215279,0
327,0.78938306,0
328,0.41229044,0
329,0.46880114,0
330,0.94273405,0
331,0.40172424,0
332,1.39830706,0
333,1.05760717,0
334,0.32787666,0
335,0.44610512,0
336,0.47250304,0
337,0.4492991,0
338,0.37867467,0
339,0.85651588,0
340,0.91067095,0
341,0.23130692,0
342,0.25650187,0
343,0.18104561,0
344,0.63557344,0
345,0.4349565,0
346,0.44747735,0
347,0.41591809,0
348,0.46158028,0
349,0.46934055,0
350,0.72961933,0
351,0.41123447,0
352,0.37049342,0
353,0.42075709,0
354,0.4255162,0
355,1.02007762,0
356,0.41722552,0
357,0.43872261,0
358,0.73737572,0
359,0.51412531,0
360,0.62406261,0
361,0.62122443,0
362,0.73199261,0
363,0.45056082,0
364,0.4721933,0
365,0.35723902,0
366,0.48644901,0
367,0.4069058,0
368,0.45444066,0
369,0.42712553,0
370,0.71770225,0
371,0.39474078,0
372,0.41744385,0
373,0.49418379,0
374,0.39189984,0
375,0.3213135,0
376,0.60916197,0
377,0.46873204,0
378,0.45104465,0
379,0.3636685,0
380,0.45954818,0
381,0.42476757,0
382,0.29343566,0
383,0.44659856,0
384,0.35869456,0
385,0.50887161,0
386,0.5096121,0
387,0.47967602,0
388,0.88730064,0
389,0.80068833,0
390,0.31361512,0
391,0.54655534,0
392,0.46122068,0
393,0.38809315,0
394,0.39953367,0
395,1.06998317,0
396,0.35087434,0
397,0.4972649,0
398,0.27273879,0
399,0.65368361,0
400,0.2955426,0
401,0.17685543,0
402,0.24118696,0
403,0.26057713,0
404,0.16245205,0
405,0.19252638,0
406,0.27615851,0
407,0.13467144,0
408,0.30492356,0
409,0.20333657,0
410,0.17761706,0
411,0.22222143,0
412,0.26866992,0
413,0.22066969,0
414,0.28562645,0
415,0.21248955,0
416,0.96568645,0
417,0.33998681,0
418,0.43643141,0
419,0.34808745,0
420,0.43103086,0
421,0.41306533,0
422,0.26485915,0
423,0.67307464,0
424,0.31156688,0
425,0.39717018,0
426,0.67747215,0
427,0.34542534,0
428,0.88678578,0
429,0.66003323,0
430,0.38714281,0
431,0.59108824,0
432,0.79674097,0
433,0.3810251,0
434,0.37855462,0
435,0.40744804,0
436,0.3891148,0
437,0.39834974,0
438,0.45631165,0
439,0.6253742,0
440,0.27664907,0
441,0.34193384,0
442,0.27643509,0
443,0.48474999,0
444,0.50035253,0
445,0.72435044,0
446,0.2642543,0
447,0.31946751,0
448,0.34797504,0
449,0.42915573,0
450,0.28899705,0
451,0.43797177,0
452,0.41001273,0
453,0.49964514,0
454,0.67214848,0
455,0.60503944,0
456,0.38355194,0
457,0.47122647,0
458,0.52781807,0
459,0.46581796,0
460,0.79394204,0
461,0.545822,0
462,0.63156509,0
463,0.6932365,0
464,0.4990344,0
465,0.4789548,0
466,0.36656052,0
467,0.45826523,0
468,0.48532415,0
469,1.02541665,0
470,0.40435872,0
471,0.37479514,0
472,0.74053143,0
473,0.46807826,0
474,0.44646289,0
475,0.39265474,0
476,0.41432961,0
477,0.47864887,0
478,0.38412866,0
479,1.01038747,0
480,0.48876453,0
481,0.35319536,0
482,0.50710974,0
483,0.82581713,0
484,0.84394255,0
485,0.73342679,0
486,0.7768431,0
487,0.44209815,0
488,0.45381689,0
489,0.45523015,0
490,0.57371635,0
491,0.57286994,0
492,0.43089063,0
493,0.49712309,0
494,0.93069931,0
495,0.38892413,0
496,0.49182462,0
497,0.88464777,0
498,0.38657509,0
499,0.32369469,0
500,0.91311299,0
501,0.35044057,0
502,0.85954691,0
503,0.4535805,0
504,0.65068414,0
505,0.65502522,0
506,0.46038896,0
507,0.38653546,0
508,0.5908033,0
509,0.48406442,0
510,0.77296167,0
511,0.54603523,0
512,0.42069899,0
513,0.42968979,0
514,0.63811697,0
515,0.26903369,0
516,0.4630773,0
517,0.38736355,0
518,0.40662874,0
519,0.32735237,0
520,0.37430361,0
521,0.49475231,0
522,0.43537238,0
523,0.89158167,0
524,0.40566927,0
525,0.3537354,0
526,0.95881542,0
527,0.31354408,0
528,0.38973692,0
529,0.39412689,0
530,0.31781155,0
531,0.37124009,0
532,0.38985245,0
533,0.4326629,0
534,0.36753619,0
535,0.46433929,0
536,0.53440144,0
537,0.37885637,0
538,0.34057915,0
539,0.3488585,0
540,0.45899702,0
541,0.22694968,0
542,0.35833643,0
543,0.29167825,0
544,0.36176878,0
545,0.64937764,0
546,0.51338133,0
547,0.42841906,0
548,0.40935832,0
549,0.46508388,0
550,0.26313974,0
551,0.70751239,0
552,0.37708323,0
553,0.31973181,0
554,0.37275104,0
555,0.41464446,0
556,0.32631562,0
557,0.36269965,0
558,0.54925841,0
559,0.27620545,0
560,0.28338179,0
561,0.33968395,0
562,0.30555669,0
563,0.38853745,0
564,0.34658223,0
565,0.48527787,0
566,0.39990536,0
567,0.37218916,0
568,0.26352099,0
569,0.44962317,0
570,0.44924039,0
571,0.27781695,0
572,0.37256105,0
573,0.45952596,0
574,0.39644535,0
575,0.39219167,0
576,0.40000951,0
577,0.33121464,0
578,0.27208809,0
579,0.48346532,0
580,0.3784224,0
581,0.41775197,0
582,0.35854466,0
583,0.25904128,0
584,0.33772994,0
585,0.38462291,0
586,0.3808885,0
587,0.34651305,0
588,0.40375805,0
589,0.39649272,0
590,0.30579559,0
591,0.28397112,0
592,0.36818871,0
593,0.37546058,0
594,0.48128785,0
595,0.36591545,0
596,0.94417901,0
597,0.29300176,0
598,0.13881153,0
599,0.46625117,0
600,0.38410712,0
601,0.48013446,0
602,0.42739684,0
603,0.497954,0
604,0.46822963,0
605,0.49858088,0
606,0.23947223,0
607,0.48501261,0
608,0.49330643,0
609,0.75614491,0
610,0.31049599,0
611,0.41832596,0
612,0.22764478,0
613,0.35262137,0
614,0.19190511,0
615,0.34683533,0
616,0.38346816,0
617,0.36043128,0
618,0.26132378,0
619,0.31193955,0
620,0.41871217,0
621,0.21893033,0
622,0.48444742,0
623,0.20367005,0
624,0.20384018,0
625,0.44451771,0
626,0.12339043,0
627,0.26906005,0
628,0.24846127,0
629,0.24753498,0
630,0.20591395,0
631,0.2275466,0
632,0.33120966,0
633,0.23044182,0
634,0.27947496,0
635,0.25962539,0
636,0.22449078,0
637,0.20698808,0
638,0.11880352,0
639,0.2511789,0
640,0.08685494,0
641,0.16698762,0
642,0.09448175,0
643,0.24469996,0
644,0.47171044,0
645,0.36300667,0
646,0.27356063,0
647,0.41765535,0
648,0.60092967,0
649,0.12272186,0
650,0.37007619,0
651,0.1914021,0
652,0.19846494,0
653,0.12617454,0
654,0.28863481,0
655,0.14798497,0
656,0.20269616,0
657,0.31550554,0
658,0.20830301,0
659,0.17843981,0
660,0.180363,0
661,0.1532924,0
662,0.1941824,0
663,0.20715346,0
664,0.31381244,0
665,0.27766491,0
666,0.16737158,0
667,0.17278819,0
668,0.34194763,0
669,0.38510381,0
670,0.09226809,0
671,0.22208181,0
672,0.28314409,0
673,0.34738105,0
674,0.21302399,0
675,0.24823186,0
676,0.26076069,0
677,0.14522591,0
678,0.29948539,0
679,0.24238365,0
680,0.24960587,0
681,0.1089409,0
682,0.18816747,0
683,0.24206328,0
684,0.3175661,0
685,0.28406679,0
686,0.33826154,0
687,0.15140728,0
688,0.24927729,0
689,0.17081139,0
690,0.12536171,0
691,0.16522343,0
692,0.30826656,0
693,0.28923701,0
694,0.22358903,0
695,0.4595742,0
696,0.31057207,0
697,0.18871746,0
698,0.48034283,0
699,0.35347644,0
700,0.44242306,0
701,0.87237374,0
702,0.75600285,0
703,0.45436601,0
704,0.66310099,0
705,0.17911895,0
706,0.90131839,0
707,0.68050195,0
708,0.73015801,0
709,0.3383826,0
710,0.86898474,0
711,0.33441597,0
712,1.34834019,0
713,0.23731044,0
714,0.36500784,0
715,0.31228997,0
716,0.40330294,0
717,0.30535987,0
718,0.41541106,0
719,0.34634886,0
720,0.16343647,0
721,0.39303384,0
722,0.25365149,0
723,0.31229616,0
724,0.40835505,0
725,0.19207336,0
726,0.26554288,0
727,0.18956509,0
728,0.29171766,0
729,0.23323259,0
730,0.17345886,0
731,0.49846919,0
732,0.35623482,0
733,0.25957681,0
734,0.22050007,0
735,0.28558802,0
736,0.27660181,0
737,0.07863348,0
738,0.30852289,0
739,0.02230636,0
740,0.22437002,0
741,0.15872626,0
742,0.14986329,0
743,0.45284125,0
744,0.36497751,0
745,0.31351586,0
746,0.30842785,0
747,0.48254967,0
748,0.10214266,0
749,0.36090516,0
750,0.13734357,0
751,0.23837675,0
752,0.17549154,0
753,0.14897674,0
754,0.27872571,0
755,0.24563011,0
756,0.40310219,0
757,0.28943724,0
758,0.24637623,0
759,0.24129352,0
760,0.24166747,0
761,0.16018497,0
762,0.22311389,0
763,0.37297922,0
764,0.26297425,0
765,0.18641818,0
766,0.22598777,0
767,0.3366573,0
768,0.26418757,0
769,0.16418972,0
770,0.14043601,0
771,0.17791938,0
772,0.34223571,0
773,0.2320819,0
774,0.24002274,0
775,0.24032483,0
776,0.24600453,0
777,0.258118,0
778,0.1925195,0
779,0.2645362,0
780,0.07648771,0
781,0.11617516,0
782,0.20163841,0
783,0.19999897,0
784,0.30849244,0
785,0.33455953,0
786,0.16513851,0
787,0.30023042,0
788,0.16016872,0
789,0.13769566,0
790,0.15630908,0
791,0.22979339,0
792,0.30725872,0
793,0.21314584,0
794,0.92869402,0
795,0.32187182,0
796,0.25561982,0
797,0.9724183,0
798,0.71183478,0
799,0.58923727,0
800,0.51999295,0
801,0.61608766,0
802,0.94242783,0
803,0.46272726,0
804,0.2544593,0
805,0.73857601,0
806,0.49482501,0
807,1.0606649,0
808,0.44673553,0
809,0.46930772,0
810,0.43428943,0
811,1.09542062,0
812,0.27700081,0
813,0.40341902,0
814,0.39247732,0
815,0.39268228,0
816,0.2988482,0
817,0.40230775,0
818,0.56689018,0
819,0.34398116,0
820,0.59753742,0
821,0.42044354,0
822,0.33831176,0
823,0.83742321,0
824,0.27504685,0
825,0.32458265,0
826,0.35276087,0
827,0.30678175,0
828,0.31065501,0
829,0.32136348,0
830,0.45839228,0
831,0.35953661,0
832,0.35046863,0
833,0.39574918,0
834,0.30130855,0
835,0.34557687,0
836,0.16362156,0
837,0.42643459,0
838,0.1362347,0
839,0.32820441,0
840,0.25695652,0
841,0.20629419,0
842,0.57651763,0
843,0.40503452,0
844,0.41822209,0
845,0.38834696,0
846,0.59286166,0
847,0.15613063,0
848,0.95927339,0
849,0.28636432,0
850,0.23201357,0
851,0.24145021,0
852,0.25015437,0
853,0.27705778,0
854,0.30158669,0
855,0.46578105,0
856,0.30120242,0
857,0.27816656,0
858,0.33004798,0
859,0.29057755,0
860,0.38019902,0
861,0.34049379,0
862,0.6370223,0
863,0.34400752,0
864,0.26844262,0
865,0.2414534,0
866,0.44100728,0
867,0.43245955,0
868,0.20617067,0
869,0.25857211,0
870,0.35193386,0
871,0.35275715,0
872,0.32780523,0
873,0.34069705,0
874,0.21785235,0
875,0.207663,0
876,0.42623205,0
877,0.28826568,0
878,0.29083359,0
879,0.21556405,0
880,0.20061595,0
881,0.27739803,0
882,0.30880235,0
883,0.30557433,0
884,0.38112532,0
885,0.32864742,0
886,0.33544211,0
887,0.17533915,0
888,0.14064874,0
889,0.27066818,0
890,0.31159297,0
891,0.41214308,0
892,0.30960107,0
893,0.62591951,0
894,0.28818761,0
895,0.20942901,0
896,0.44784985,0
897,0.46218211,0
898,0.49015802,0
899,0.94347661,0
900,0.48263884,0
901,0.45578896,0
902,0.55508166,0
903,0.24822351,0
904,1.25994659,0
905,0.83402084,0
906,0.72910069,0
907,0.37431422,0
908,0.58393221,0
909,0.33408456,0
910,0.7652064,0
911,0.19536567,0
912,0.42384993,0
913,0.32866626,0
914,0.53598049,0
915,0.30723626,0
916,0.45426963,0
917,0.46520267,0
918,0.26854489,0
919,0.45585322,0
920,0.3046509,0
921,0.24922793,0
922,0.4712006,0
923,0.20741508,0
924,0.29424285,0
925,0.28513091,0
926,0.26762568,0
927,0.24208883,0
928,0.27247837,0
929,0.46922886,0
930,0.4055384,0
931,0.29612951,0
932,0.37376347,0
933,0.2770557,0
934,0.24063329,0
935,0.22903092,0
936,0.40644951,0
937,0.07381907,0
938,0.27760047,0
939,0.19747866,0
940,0.28783496,0
941,1.08462112,0
942,0.42705197,0
943,0.33769933,0
944,0.33621087,0
945,0.48997283,0
946,0.19087336,0
947,0.45562372,0
948,0.25299439,0
949,0.26813527,0
950,0.22557105,0
951,0.21152382,0
952,0.2336456,0
953,0.26674942,0
954,0.35726553,0
955,0.22162319,0
956,0.25463924,0
957,0.28753641,0
958,0.20467288,0
959,0.25430338,0
960,0.29498431,0
961,0.40256087,0
962,0.35505936,0
963,0.20963232,0
964,0.21680579,0
965,0.38787059,0
966,0.38737117,0
967,0.16413252,0
968,0.25829978,0
969,0.28158237,0
970,0.37639652,0
971,0.26817037,0
972,0.28874618,0
973,0.24576537,0
974,0.25175398,0
975,0.34612409,0
976,0.31088391,0
977,0.3224619,0
978,0.21267795,0
979,0.184946,0
980,0.24000685,0
981,0.28938727,0
982,0.3236086,0
983,0.26071462,0
984,0.22176425,0
985,0.2937653,0
986,0.24283156,0
987,0.19475841,0
988,0.23080998,0
989,0.27932407,0
990,0.36577344,0
991,0.27677589,0
992,0.60418553,0
993,0.27009056,0
994,0.15419679,0
995,0.71222717,0
996,0.42282042,0
997,0.39206988,0
998,0.48121218,0
999,0.53512075,0
